dataset,conf_num,reg_type,weight_type,alpha,use_layer_norm,use_aug,lr,batch_size,train_full_score,train_partial_score,val_full_score,val_partial_score,train_partial_scores_mean,val_partial_scores_mean,full_score,partial_scores_mean,diff_full_partial
Ecoli,310,l2,None,0.0,False,False,0.01,64,0.8558139801025391,0.828 +- 0.027,0.7735849022865295,0.747 +- 0.036,0.828,0.747,0.7735849022865295,0.747,0.026584902286529544
Ecoli,1000,var,loss,1.0,False,True,0.01,64,0.8372092843055725,0.82 +- 0.012,0.7735849022865295,0.747 +- 0.032,0.82,0.747,0.7735849022865295,0.747,0.026584902286529544
Ecoli,1119,var,mult,0.5,False,True,0.01,32,0.8674418330192566,0.841 +- 0.021,0.7735849022865295,0.747 +- 0.04,0.841,0.747,0.7735849022865295,0.747,0.026584902286529544
Ecoli,730,max,avg,0.0,True,False,0.01,64,0.8604651093482971,0.833 +- 0.029,0.7924528121948242,0.747 +- 0.044,0.833,0.747,0.7924528121948242,0.747,0.04545281219482422
Ecoli,355,l2,None,1.0,False,False,0.001,32,0.8511627912521362,0.835 +- 0.016,0.7547169923782349,0.744 +- 0.032,0.835,0.744,0.7547169923782349,0.744,0.010716992378234869
Ecoli,976,var,loss,0.5,False,True,0.01,64,0.8488371968269348,0.825 +- 0.019,0.7547169923782349,0.744 +- 0.03,0.825,0.744,0.7547169923782349,0.744,0.010716992378234869
Ecoli,1108,var,mult,0.5,True,True,0.01,64,0.8383721113204956,0.818 +- 0.014,0.7547169923782349,0.744 +- 0.032,0.818,0.744,0.7547169923782349,0.744,0.010716992378234869
Ecoli,423,l2,loss,1.0,False,True,0.01,32,0.8744186162948608,0.849 +- 0.023,0.7735849022865295,0.744 +- 0.032,0.849,0.744,0.7735849022865295,0.744,0.029584902286529546
Ecoli,816,max,mult,0.0,False,False,0.1,64,0.8465116024017334,0.825 +- 0.016,0.7735849022865295,0.744 +- 0.033,0.825,0.744,0.7735849022865295,0.744,0.029584902286529546
Ecoli,741,max,avg,0.0,False,False,0.01,32,0.8604651093482971,0.827 +- 0.023,0.7924528121948242,0.744 +- 0.036,0.827,0.744,0.7924528121948242,0.744,0.048452812194824224
Ecoli,343,l2,None,1.0,True,False,0.001,32,0.8511627912521362,0.834 +- 0.016,0.7547169923782349,0.741 +- 0.028,0.834,0.741,0.7547169923782349,0.741,0.013716992378234871
Ecoli,626,max,None,1.0,True,True,0.001,64,0.8447674512863159,0.817 +- 0.012,0.7547169923782349,0.741 +- 0.035,0.817,0.741,0.7547169923782349,0.741,0.013716992378234871
Ecoli,339,l2,None,1.0,True,True,0.01,32,0.869767427444458,0.846 +- 0.022,0.7735849022865295,0.741 +- 0.041,0.846,0.741,0.7735849022865295,0.741,0.03258490228652955
Ecoli,669,max,loss,0.0,False,False,0.01,32,0.869767427444458,0.825 +- 0.054,0.7735849022865295,0.741 +- 0.052,0.825,0.741,0.7735849022865295,0.741,0.03258490228652955
Ecoli,301,l2,None,0.0,False,True,0.001,32,0.8401162624359131,0.814 +- 0.015,0.7547169923782349,0.739 +- 0.033,0.814,0.739,0.7547169923782349,0.739,0.015716992378234873
Ecoli,985,var,loss,1.0,True,True,0.001,32,0.8337209224700928,0.816 +- 0.013,0.7547169923782349,0.739 +- 0.029,0.816,0.739,0.7547169923782349,0.739,0.015716992378234873
Ecoli,296,l2,None,0.0,True,False,0.001,64,0.8558139801025391,0.825 +- 0.029,0.7735849022865295,0.739 +- 0.053,0.825,0.739,0.7735849022865295,0.739,0.03458490228652955
Ecoli,388,l2,loss,0.5,True,True,0.01,64,0.8662790656089783,0.843 +- 0.021,0.7735849022865295,0.739 +- 0.041,0.843,0.739,0.7735849022865295,0.739,0.03458490228652955
Ecoli,456,l2,avg,0.0,False,False,0.1,64,0.8604651093482971,0.829 +- 0.025,0.7735849022865295,0.739 +- 0.038,0.829,0.739,0.7735849022865295,0.739,0.03458490228652955
Ecoli,92,l1,loss,0.0,False,False,0.001,64,0.8558139801025391,0.823 +- 0.023,0.7547169923782349,0.736 +- 0.044,0.823,0.736,0.7547169923782349,0.736,0.018716992378234876
Ecoli,539,l2,mult,0.5,True,False,0.1,32,0.8372092843055725,0.821 +- 0.012,0.7547169923782349,0.736 +- 0.029,0.821,0.736,0.7547169923782349,0.736,0.018716992378234876
Ecoli,811,max,mult,0.0,False,False,0.001,32,0.8558139801025391,0.829 +- 0.027,0.7547169923782349,0.736 +- 0.038,0.829,0.736,0.7547169923782349,0.736,0.018716992378234876
Ecoli,957,var,loss,0.0,False,False,0.01,32,0.8511627912521362,0.829 +- 0.028,0.7547169923782349,0.736 +- 0.03,0.829,0.736,0.7547169923782349,0.736,0.018716992378234876
Ecoli,1106,var,mult,0.5,True,True,0.001,64,0.8622093200683594,0.835 +- 0.024,0.7547169923782349,0.736 +- 0.046,0.835,0.736,0.7547169923782349,0.736,0.018716992378234876
Ecoli,670,max,loss,0.0,False,False,0.01,64,0.8558139801025391,0.82 +- 0.027,0.7924528121948242,0.736 +- 0.045,0.82,0.736,0.7924528121948242,0.736,0.05645281219482423
Ecoli,691,max,loss,0.5,False,False,0.001,32,0.8418604731559753,0.825 +- 0.018,0.7358490824699402,0.733 +- 0.033,0.825,0.733,0.7358490824699402,0.733,0.0028490824699402006
Ecoli,975,var,loss,0.5,False,True,0.01,32,0.8627907037734985,0.838 +- 0.024,0.7547169923782349,0.733 +- 0.033,0.838,0.733,0.7547169923782349,0.733,0.02171699237823488
Ecoli,988,var,loss,1.0,True,True,0.01,64,0.8563953638076782,0.832 +- 0.02,0.7735849022865295,0.733 +- 0.029,0.832,0.733,0.7735849022865295,0.733,0.040584902286529556
Ecoli,350,l2,None,1.0,False,True,0.001,64,0.8639534711837769,0.84 +- 0.021,0.7547169923782349,0.73 +- 0.039,0.84,0.73,0.7547169923782349,0.73,0.02471699237823488
Ecoli,351,l2,None,1.0,False,True,0.01,32,0.8412790894508362,0.819 +- 0.017,0.7547169923782349,0.73 +- 0.028,0.819,0.73,0.7547169923782349,0.73,0.02471699237823488
