dataset,conf_num,reg_type,weight_type,alpha,use_layer_norm,use_aug,lr,batch_size,train_full_score,train_partial_score,val_full_score,val_partial_score,train_partial_scores_mean,val_partial_scores_mean,full_score,partial_scores_mean,diff_full_partial
Accent,460,l2,avg,0.5,True,True,0.01,64,0.8776556849479675,0.832 +- 0.03,0.8679245114326477,0.829 +- 0.037,0.832,0.829,0.8679245114326477,0.829,0.038924511432647746
Accent,840,max,mult,0.5,False,False,0.1,64,0.8999999761581421,0.828 +- 0.025,0.8867924809455872,0.841 +- 0.03,0.828,0.841,0.8867924809455872,0.828,0.0587924809455872
Accent,1044,var,avg,0.5,True,False,0.1,64,0.8666666746139526,0.832 +- 0.034,0.8679245114326477,0.824 +- 0.036,0.832,0.824,0.8666666746139526,0.824,0.04266667461395268
Accent,504,l2,avg,1.0,False,False,0.1,64,0.8904761672019958,0.86 +- 0.026,0.8867924809455872,0.824 +- 0.031,0.86,0.824,0.8867924809455872,0.824,0.0627924809455872
Accent,340,l2,None,1.0,True,True,0.01,64,0.8604395389556885,0.821 +- 0.027,0.8301886916160583,0.83 +- 0.034,0.821,0.83,0.8301886916160583,0.821,0.009188691616058398
Accent,1119,var,mult,0.5,False,True,0.01,32,0.8604395389556885,0.819 +- 0.026,0.8679245114326477,0.821 +- 0.025,0.819,0.821,0.8604395389556885,0.819,0.041439538955688526
Accent,328,l2,None,0.5,False,True,0.01,64,0.860805869102478,0.818 +- 0.027,0.8679245114326477,0.83 +- 0.024,0.818,0.83,0.860805869102478,0.818,0.04280586910247808
Accent,1045,var,avg,0.5,False,True,0.001,32,0.860805869102478,0.821 +- 0.022,0.849056601524353,0.816 +- 0.025,0.821,0.816,0.849056601524353,0.816,0.03305660152435308
Accent,1050,var,avg,0.5,False,True,0.1,64,0.8527472615242004,0.816 +- 0.028,0.8679245114326477,0.841 +- 0.025,0.816,0.841,0.8527472615242004,0.816,0.03674726152420049
Accent,974,var,loss,0.5,False,True,0.001,64,0.8523809313774109,0.815 +- 0.025,0.8679245114326477,0.836 +- 0.029,0.815,0.836,0.8523809313774109,0.815,0.03738093137741094
Accent,565,l2,mult,1.0,False,True,0.001,32,0.8611721396446228,0.821 +- 0.024,0.8679245114326477,0.813 +- 0.03,0.821,0.813,0.8611721396446228,0.813,0.04817213964462286
Accent,1059,var,avg,1.0,True,True,0.01,32,0.8457875251770021,0.811 +- 0.019,0.849056601524353,0.822 +- 0.03,0.811,0.822,0.8457875251770021,0.811,0.03478752517700201
Accent,849,max,mult,1.0,True,False,0.01,32,0.8857142925262451,0.82 +- 0.032,0.849056601524353,0.81 +- 0.042,0.82,0.81,0.849056601524353,0.81,0.039056601524352974
Accent,1034,var,avg,0.5,True,True,0.001,64,0.8534798622131348,0.81 +- 0.024,0.8679245114326477,0.816 +- 0.03,0.81,0.816,0.8534798622131348,0.81,0.04347986221313471
Accent,558,l2,mult,1.0,True,True,0.1,64,0.8509157299995422,0.809 +- 0.026,0.8301886916160583,0.81 +- 0.022,0.809,0.81,0.8301886916160583,0.809,0.021188691616058297
Accent,388,l2,loss,0.5,True,True,0.01,64,0.8564102649688721,0.809 +- 0.03,0.8679245114326477,0.833 +- 0.045,0.809,0.833,0.8564102649688721,0.809,0.04741026496887202
Accent,794,max,mult,0.0,True,True,0.001,64,0.8641025424003601,0.809 +- 0.027,0.8867924809455872,0.825 +- 0.038,0.809,0.825,0.8641025424003601,0.809,0.055102542400360055
Accent,352,l2,None,1.0,False,True,0.01,64,0.8490842580795288,0.808 +- 0.025,0.849056601524353,0.819 +- 0.037,0.808,0.819,0.849056601524353,0.808,0.041056601524352976
Accent,699,max,loss,1.0,True,True,0.01,32,0.8692307472229004,0.817 +- 0.022,0.8301886916160583,0.807 +- 0.031,0.817,0.807,0.8301886916160583,0.807,0.0231886916160583
Accent,483,l2,avg,1.0,True,True,0.01,32,0.8494505286216736,0.812 +- 0.027,0.849056601524353,0.807 +- 0.044,0.812,0.807,0.849056601524353,0.807,0.04205660152435298
Accent,229,l1,mult,0.0,False,True,0.001,32,0.8787545561790466,0.823 +- 0.026,0.8679245114326477,0.807 +- 0.046,0.823,0.807,0.8679245114326477,0.807,0.060924511432647654
Accent,705,max,loss,1.0,True,False,0.01,32,0.8904761672019958,0.827 +- 0.024,0.849056601524353,0.805 +- 0.044,0.827,0.805,0.849056601524353,0.805,0.04405660152435298
Accent,618,max,None,0.5,False,True,0.1,64,0.8549450635910034,0.805 +- 0.026,0.9056603908538818,0.835 +- 0.049,0.805,0.835,0.8549450635910034,0.805,0.04994506359100337
Accent,390,l2,loss,0.5,True,True,0.1,64,0.8454212546348572,0.804 +- 0.026,0.8867924809455872,0.824 +- 0.04,0.804,0.824,0.8454212546348572,0.804,0.04142125463485713
Accent,492,l2,avg,1.0,True,False,0.1,64,0.8714285492897034,0.822 +- 0.028,0.8301886916160583,0.803 +- 0.027,0.822,0.803,0.8301886916160583,0.803,0.027188691616058303
Accent,394,l2,loss,0.5,True,False,0.01,64,0.8714285492897034,0.812 +- 0.036,0.849056601524353,0.803 +- 0.048,0.812,0.803,0.849056601524353,0.803,0.04605660152435298
Accent,438,l2,avg,0.0,True,True,0.1,64,0.8571428656578064,0.803 +- 0.035,0.8867924809455872,0.829 +- 0.042,0.803,0.829,0.8571428656578064,0.803,0.05414286565780635
Accent,1000,var,loss,1.0,False,True,0.01,64,0.8322344422340393,0.802 +- 0.019,0.849056601524353,0.816 +- 0.026,0.802,0.816,0.8322344422340393,0.802,0.03023444223403926
Accent,376,l2,loss,0.0,False,True,0.01,64,0.877289354801178,0.821 +- 0.03,0.849056601524353,0.802 +- 0.05,0.821,0.802,0.849056601524353,0.802,0.04705660152435298
Accent,387,l2,loss,0.5,True,True,0.01,32,0.8600732684135437,0.813 +- 0.028,0.849056601524353,0.802 +- 0.036,0.813,0.802,0.849056601524353,0.802,0.04705660152435298
Accent,219,l1,mult,0.0,True,True,0.01,32,0.8571428656578064,0.801 +- 0.028,0.8301886916160583,0.802 +- 0.03,0.801,0.802,0.8301886916160583,0.801,0.029188691616058304
Accent,689,max,loss,0.5,False,True,0.1,32,0.8494505286216736,0.801 +- 0.026,0.8867924809455872,0.84 +- 0.049,0.801,0.84,0.8494505286216736,0.801,0.04845052862167354
Accent,496,l2,avg,1.0,False,True,0.01,64,0.8564102649688721,0.816 +- 0.019,0.8301886916160583,0.8 +- 0.045,0.816,0.8,0.8301886916160583,0.8,0.030188691616058305
Accent,915,var,None,1.0,True,True,0.01,32,0.8399267196655273,0.8 +- 0.025,0.8301886916160583,0.802 +- 0.03,0.8,0.802,0.8301886916160583,0.8,0.030188691616058305
Accent,579,max,None,0.0,True,True,0.01,32,0.8567765355110168,0.799 +- 0.028,0.8867924809455872,0.841 +- 0.037,0.799,0.841,0.8567765355110168,0.799,0.0577765355110168
Accent,410,l2,loss,1.0,True,True,0.001,64,0.8549450635910034,0.814 +- 0.021,0.7924528121948242,0.797 +- 0.032,0.814,0.797,0.7924528121948242,0.797,-0.004547187805175823
Accent,556,l2,mult,1.0,True,True,0.01,64,0.8384615182876587,0.797 +- 0.026,0.8679245114326477,0.811 +- 0.043,0.797,0.811,0.8384615182876587,0.797,0.04146151828765865
Accent,591,max,None,0.0,False,True,0.01,32,0.8578754663467407,0.806 +- 0.028,0.849056601524353,0.797 +- 0.045,0.806,0.797,0.849056601524353,0.797,0.052056601524352986
Accent,333,l2,None,0.5,False,False,0.01,32,0.8476190567016602,0.796 +- 0.038,0.8113207817077637,0.797 +- 0.031,0.796,0.797,0.8113207817077637,0.796,0.015320781707763631
Accent,694,max,loss,0.5,False,False,0.01,64,0.8952381014823914,0.827 +- 0.027,0.8679245114326477,0.796 +- 0.041,0.827,0.796,0.8679245114326477,0.796,0.07192451143264766
Accent,760,max,avg,0.5,False,True,0.01,64,0.8450549244880676,0.795 +- 0.023,0.8301886916160583,0.807 +- 0.038,0.795,0.807,0.8301886916160583,0.795,0.03518869161605831
Accent,1114,var,mult,0.5,True,False,0.01,64,0.8761904835700989,0.834 +- 0.026,0.7924528121948242,0.794 +- 0.03,0.834,0.794,0.7924528121948242,0.794,-0.0015471878051758203
Accent,831,max,mult,0.5,False,True,0.01,32,0.8509157299995422,0.794 +- 0.024,0.849056601524353,0.799 +- 0.028,0.794,0.799,0.849056601524353,0.794,0.05505660152435299
Accent,1062,var,avg,1.0,True,True,0.1,64,0.8282051086425781,0.793 +- 0.016,0.8679245114326477,0.818 +- 0.028,0.793,0.818,0.8282051086425781,0.793,0.03520510864257809
Accent,423,l2,loss,1.0,False,True,0.01,32,0.8304029107093811,0.793 +- 0.027,0.849056601524353,0.814 +- 0.029,0.793,0.814,0.8304029107093811,0.793,0.037402910709381065
Accent,561,l2,mult,1.0,True,False,0.01,32,0.8761904835700989,0.827 +- 0.036,0.8301886916160583,0.792 +- 0.033,0.827,0.792,0.8301886916160583,0.792,0.03818869161605831
Accent,961,var,loss,0.5,True,True,0.001,32,0.833699643611908,0.792 +- 0.024,0.8301886916160583,0.796 +- 0.03,0.792,0.796,0.8301886916160583,0.792,0.03818869161605831
Accent,997,var,loss,1.0,False,True,0.001,32,0.8333333134651184,0.8 +- 0.016,0.8301886916160583,0.792 +- 0.046,0.8,0.792,0.8301886916160583,0.792,0.03818869161605831
Accent,678,max,loss,0.5,True,True,0.1,64,0.841391921043396,0.795 +- 0.018,0.849056601524353,0.792 +- 0.034,0.795,0.792,0.841391921043396,0.792,0.04939192104339596
Accent,981,var,loss,0.5,False,False,0.01,32,0.8666666746139526,0.812 +- 0.032,0.849056601524353,0.792 +- 0.046,0.812,0.792,0.849056601524353,0.792,0.05705660152435299
Accent,621,max,None,0.5,False,False,0.01,32,0.8999999761581421,0.825 +- 0.031,0.8679245114326477,0.792 +- 0.037,0.825,0.792,0.8679245114326477,0.792,0.07592451143264767
Accent,398,l2,loss,0.5,False,True,0.001,64,0.8355311155319214,0.791 +- 0.026,0.8113207817077637,0.796 +- 0.029,0.791,0.796,0.8113207817077637,0.791,0.020320781707763635
Accent,1107,var,mult,0.5,True,True,0.01,32,0.8282051086425781,0.791 +- 0.027,0.849056601524353,0.819 +- 0.025,0.791,0.819,0.8282051086425781,0.791,0.03720510864257809
Accent,409,l2,loss,1.0,True,True,0.001,32,0.8333333134651184,0.791 +- 0.021,0.8301886916160583,0.794 +- 0.046,0.791,0.794,0.8301886916160583,0.791,0.03918869161605831
Accent,384,l2,loss,0.0,False,False,0.1,64,0.8904761672019958,0.817 +- 0.043,0.849056601524353,0.791 +- 0.055,0.817,0.791,0.849056601524353,0.791,0.05805660152435299
Accent,798,max,mult,0.0,True,True,0.1,64,0.8395604491233826,0.79 +- 0.021,0.8301886916160583,0.792 +- 0.037,0.79,0.792,0.8301886916160583,0.79,0.040188691616058314
Accent,978,var,loss,0.5,False,True,0.1,64,0.8249084353446959,0.789 +- 0.024,0.8679245114326477,0.825 +- 0.035,0.789,0.825,0.8249084353446959,0.789,0.0359084353446959
Accent,491,l2,avg,1.0,True,False,0.1,32,0.8476190567016602,0.817 +- 0.03,0.8301886916160583,0.789 +- 0.033,0.817,0.789,0.8301886916160583,0.789,0.041188691616058315
Accent,985,var,loss,1.0,True,True,0.001,32,0.8304029107093811,0.8 +- 0.014,0.8301886916160583,0.789 +- 0.032,0.8,0.789,0.8301886916160583,0.789,0.041188691616058315
Accent,650,max,loss,0.0,True,True,0.001,64,0.8520146608352661,0.791 +- 0.027,0.8113207817077637,0.788 +- 0.028,0.791,0.788,0.8113207817077637,0.788,0.023320781707763638
Accent,1138,var,mult,1.0,True,False,0.01,64,0.8523809313774109,0.815 +- 0.022,0.8113207817077637,0.788 +- 0.03,0.815,0.788,0.8113207817077637,0.788,0.023320781707763638
Accent,364,l2,loss,0.0,True,True,0.01,64,0.8388278484344482,0.788 +- 0.03,0.849056601524353,0.803 +- 0.037,0.788,0.803,0.8388278484344482,0.788,0.05082784843444821
Accent,686,max,loss,0.5,False,True,0.001,64,0.8351648449897766,0.788 +- 0.021,0.8113207817077637,0.786 +- 0.025,0.788,0.786,0.8113207817077637,0.786,0.02532078170776364
Accent,652,max,loss,0.0,True,True,0.01,64,0.8534798622131348,0.8 +- 0.031,0.8301886916160583,0.786 +- 0.036,0.8,0.786,0.8301886916160583,0.786,0.04418869161605832
Accent,820,max,mult,0.5,True,True,0.01,64,0.8498168587684631,0.796 +- 0.024,0.8113207817077637,0.785 +- 0.048,0.796,0.785,0.8113207817077637,0.785,0.02632078170776364
Accent,1108,var,mult,0.5,True,True,0.01,64,0.827106237411499,0.786 +- 0.027,0.8113207817077637,0.785 +- 0.04,0.786,0.785,0.8113207817077637,0.785,0.02632078170776364
Accent,555,l2,mult,1.0,True,True,0.01,32,0.8216117024421692,0.785 +- 0.025,0.849056601524353,0.811 +- 0.035,0.785,0.811,0.8216117024421692,0.785,0.03661170244216916
Accent,338,l2,None,1.0,True,True,0.001,64,0.8249084353446959,0.785 +- 0.024,0.849056601524353,0.786 +- 0.031,0.785,0.786,0.8249084353446959,0.785,0.0399084353446959
Accent,589,max,None,0.0,False,True,0.001,32,0.8358974456787109,0.784 +- 0.034,0.7924528121948242,0.786 +- 0.037,0.784,0.786,0.7924528121948242,0.784,0.008452812194824189
Accent,469,l2,avg,0.5,False,True,0.001,32,0.8322344422340393,0.784 +- 0.027,0.8113207817077637,0.785 +- 0.037,0.784,0.785,0.8113207817077637,0.784,0.02732078170776364
Accent,891,var,None,0.5,True,True,0.01,32,0.8263736367225647,0.784 +- 0.026,0.8113207817077637,0.785 +- 0.024,0.784,0.785,0.8113207817077637,0.784,0.02732078170776364
Accent,1106,var,mult,0.5,True,True,0.001,64,0.8282051086425781,0.784 +- 0.03,0.8301886916160583,0.788 +- 0.035,0.784,0.788,0.8282051086425781,0.784,0.044205108642578095
Accent,723,max,avg,0.0,True,True,0.01,32,0.8673992753028871,0.813 +- 0.031,0.7924528121948242,0.783 +- 0.021,0.813,0.783,0.7924528121948242,0.783,0.00945281219482419
Accent,693,max,loss,0.5,False,False,0.01,32,0.8904761672019958,0.825 +- 0.029,0.8113207817077637,0.783 +- 0.026,0.825,0.783,0.8113207817077637,0.783,0.028320781707763643
Accent,894,var,None,0.5,True,True,0.1,64,0.8263736367225647,0.791 +- 0.026,0.8113207817077637,0.783 +- 0.022,0.791,0.783,0.8113207817077637,0.783,0.028320781707763643
Accent,4,l1,None,0.0,True,True,0.01,64,0.839194118976593,0.783 +- 0.026,0.8867924809455872,0.818 +- 0.051,0.783,0.818,0.839194118976593,0.783,0.05619411897659299
Accent,1026,var,avg,0.0,False,True,0.1,64,0.8428571224212646,0.783 +- 0.025,0.8679245114326477,0.8 +- 0.037,0.783,0.8,0.8428571224212646,0.783,0.05985712242126462
Accent,592,max,None,0.0,False,True,0.01,64,0.8439560532569885,0.785 +- 0.028,0.849056601524353,0.783 +- 0.044,0.785,0.783,0.8439560532569885,0.783,0.060956053256988496
Accent,928,var,None,1.0,False,True,0.01,64,0.8084248900413513,0.781 +- 0.016,0.849056601524353,0.818 +- 0.033,0.781,0.818,0.8084248900413513,0.781,0.02742489004135129
Accent,249,l1,mult,0.5,True,False,0.01,32,0.8333333134651184,0.8 +- 0.035,0.8113207817077637,0.781 +- 0.043,0.8,0.781,0.8113207817077637,0.781,0.030320781707763644
Accent,306,l2,None,0.0,False,True,0.1,64,0.8296703100204468,0.785 +- 0.028,0.8113207817077637,0.781 +- 0.033,0.785,0.781,0.8113207817077637,0.781,0.030320781707763644
Accent,901,var,None,0.5,False,True,0.001,32,0.8205128312110901,0.781 +- 0.025,0.8113207817077637,0.791 +- 0.025,0.781,0.791,0.8113207817077637,0.781,0.030320781707763644
Accent,363,l2,loss,0.0,True,True,0.01,32,0.833699643611908,0.781 +- 0.028,0.8301886916160583,0.781 +- 0.032,0.781,0.781,0.8301886916160583,0.781,0.04918869161605832
Accent,743,max,avg,0.0,False,False,0.1,32,0.8476190567016602,0.786 +- 0.05,0.8301886916160583,0.781 +- 0.053,0.786,0.781,0.8301886916160583,0.781,0.04918869161605832
Accent,747,max,avg,0.5,True,True,0.01,32,0.8780219554901123,0.82 +- 0.022,0.8301886916160583,0.781 +- 0.029,0.82,0.781,0.8301886916160583,0.781,0.04918869161605832
Accent,634,max,None,1.0,True,False,0.01,64,0.8809523582458496,0.815 +- 0.024,0.849056601524353,0.781 +- 0.03,0.815,0.781,0.849056601524353,0.781,0.068056601524353
Accent,405,l2,loss,0.5,False,False,0.01,32,0.8761904835700989,0.806 +- 0.034,0.8113207817077637,0.78 +- 0.028,0.806,0.78,0.8113207817077637,0.78,0.031320781707763645
Accent,580,max,None,0.0,True,True,0.01,64,0.8670329451560974,0.807 +- 0.025,0.8113207817077637,0.78 +- 0.043,0.807,0.78,0.8113207817077637,0.78,0.031320781707763645
Accent,625,max,None,1.0,True,True,0.001,32,0.8274725079536438,0.782 +- 0.025,0.8113207817077637,0.78 +- 0.035,0.782,0.78,0.8113207817077637,0.78,0.031320781707763645
Accent,994,var,loss,1.0,True,False,0.01,64,0.8428571224212646,0.811 +- 0.021,0.8113207817077637,0.78 +- 0.029,0.811,0.78,0.8113207817077637,0.78,0.031320781707763645
Accent,1069,var,avg,1.0,False,True,0.001,32,0.8194139003753662,0.791 +- 0.014,0.8301886916160583,0.78 +- 0.036,0.791,0.78,0.8194139003753662,0.78,0.039413900375366184
Accent,617,max,None,0.5,False,True,0.1,32,0.8285714387893677,0.78 +- 0.022,0.849056601524353,0.808 +- 0.028,0.78,0.808,0.8285714387893677,0.78,0.04857143878936765
Accent,19,l1,None,0.0,False,False,0.001,32,0.8380952477455139,0.78 +- 0.039,0.849056601524353,0.783 +- 0.046,0.78,0.783,0.8380952477455139,0.78,0.05809524774551389
Accent,755,max,avg,0.5,True,False,0.1,32,0.8476190567016602,0.795 +- 0.032,0.8679245114326477,0.78 +- 0.042,0.795,0.78,0.8476190567016602,0.78,0.06761905670166013
Accent,353,l2,None,1.0,False,True,0.1,32,0.8109890222549438,0.779 +- 0.021,0.849056601524353,0.824 +- 0.052,0.779,0.824,0.8109890222549438,0.779,0.03198902225494382
Accent,250,l1,mult,0.5,True,False,0.01,64,0.8142856955528259,0.779 +- 0.028,0.8113207817077637,0.789 +- 0.023,0.779,0.789,0.8113207817077637,0.779,0.032320781707763646
Accent,385,l2,loss,0.5,True,True,0.001,32,0.8230769038200378,0.779 +- 0.025,0.8301886916160583,0.796 +- 0.03,0.779,0.796,0.8230769038200378,0.779,0.044076903820037816
Accent,81,l1,loss,0.0,True,False,0.01,32,0.8333333134651184,0.779 +- 0.044,0.849056601524353,0.789 +- 0.035,0.779,0.789,0.8333333134651184,0.779,0.05433331346511838
Accent,1012,var,avg,0.0,True,True,0.01,64,0.8703296780586243,0.813 +- 0.027,0.7735849022865295,0.778 +- 0.041,0.813,0.778,0.7735849022865295,0.778,-0.004415097713470484
Accent,366,l2,loss,0.0,True,True,0.1,64,0.8278388381004333,0.778 +- 0.024,0.8301886916160583,0.788 +- 0.016,0.778,0.788,0.8278388381004333,0.778,0.049838838100433325
Accent,661,max,loss,0.0,False,True,0.001,32,0.8527472615242004,0.796 +- 0.028,0.8301886916160583,0.778 +- 0.041,0.796,0.778,0.8301886916160583,0.778,0.052188691616058325
Accent,700,max,loss,1.0,True,True,0.01,64,0.8304029107093811,0.778 +- 0.024,0.849056601524353,0.803 +- 0.044,0.778,0.803,0.8304029107093811,0.778,0.05240291070938108
Accent,426,l2,loss,1.0,False,True,0.1,64,0.8102564215660095,0.777 +- 0.027,0.7924528121948242,0.78 +- 0.018,0.777,0.78,0.7924528121948242,0.777,0.015452812194824195
Accent,924,var,None,1.0,True,False,0.1,64,0.8142856955528259,0.777 +- 0.025,0.7924528121948242,0.791 +- 0.037,0.777,0.791,0.7924528121948242,0.777,0.015452812194824195
Accent,1144,var,mult,1.0,False,True,0.01,64,0.8329670429229736,0.8 +- 0.015,0.8113207817077637,0.777 +- 0.026,0.8,0.777,0.8113207817077637,0.777,0.03432078170776365
Accent,734,max,avg,0.0,False,True,0.001,64,0.8300366401672363,0.777 +- 0.029,0.8679245114326477,0.811 +- 0.046,0.777,0.811,0.8300366401672363,0.777,0.053036640167236304
Accent,610,max,None,0.5,True,False,0.01,64,0.8904761672019958,0.81 +- 0.032,0.8301886916160583,0.777 +- 0.035,0.81,0.777,0.8301886916160583,0.777,0.053188691616058326
Accent,951,var,loss,0.0,False,True,0.01,32,0.8307692408561707,0.777 +- 0.031,0.8301886916160583,0.8 +- 0.037,0.777,0.8,0.8301886916160583,0.777,0.053188691616058326
Accent,299,l2,None,0.0,True,False,0.1,32,0.8380952477455139,0.777 +- 0.046,0.849056601524353,0.789 +- 0.049,0.777,0.789,0.8380952477455139,0.777,0.06109524774551389
Accent,696,max,loss,0.5,False,False,0.1,64,0.8619047403335571,0.79 +- 0.025,0.8679245114326477,0.777 +- 0.046,0.79,0.777,0.8619047403335571,0.777,0.0849047403335571
Accent,481,l2,avg,1.0,True,True,0.001,32,0.812087893486023,0.776 +- 0.024,0.7735849022865295,0.778 +- 0.03,0.776,0.778,0.7735849022865295,0.776,-0.002415097713470482
Accent,603,max,None,0.5,True,True,0.01,32,0.8197802305221558,0.776 +- 0.027,0.8113207817077637,0.785 +- 0.022,0.776,0.785,0.8113207817077637,0.776,0.03532078170776365
Accent,1122,var,mult,0.5,False,True,0.1,64,0.8128204941749573,0.776 +- 0.025,0.8301886916160583,0.794 +- 0.02,0.776,0.794,0.8128204941749573,0.776,0.03682049417495725
Accent,841,max,mult,1.0,True,True,0.001,32,0.8245421051979065,0.775 +- 0.022,0.7924528121948242,0.775 +- 0.054,0.775,0.775,0.7924528121948242,0.775,0.017452812194824197
Accent,781,max,avg,1.0,False,True,0.001,32,0.8648351430892944,0.813 +- 0.017,0.8113207817077637,0.775 +- 0.022,0.813,0.775,0.8113207817077637,0.775,0.03632078170776365
Accent,844,max,mult,1.0,True,True,0.01,64,0.8421245217323303,0.789 +- 0.018,0.8113207817077637,0.775 +- 0.043,0.789,0.775,0.8113207817077637,0.775,0.03632078170776365
Accent,522,l2,mult,0.0,False,True,0.1,64,0.8234432339668274,0.775 +- 0.03,0.849056601524353,0.802 +- 0.025,0.775,0.802,0.8234432339668274,0.775,0.04844323396682737
Accent,613,max,None,0.5,False,True,0.001,32,0.8366300463676453,0.784 +- 0.027,0.7924528121948242,0.774 +- 0.033,0.784,0.774,0.7924528121948242,0.774,0.018452812194824197
Accent,675,max,loss,0.5,True,True,0.01,32,0.8318681120872498,0.784 +- 0.025,0.8301886916160583,0.774 +- 0.033,0.784,0.774,0.8301886916160583,0.774,0.05618869161605833
Accent,503,l2,avg,1.0,False,False,0.1,32,0.8000000119209291,0.773 +- 0.016,0.8301886916160583,0.788 +- 0.041,0.773,0.788,0.8000000119209291,0.773,0.027000011920929046
Accent,465,l2,avg,0.5,True,False,0.01,32,0.8095238208770752,0.773 +- 0.024,0.849056601524353,0.786 +- 0.037,0.773,0.786,0.8095238208770752,0.773,0.036523820877075175
Accent,795,max,mult,0.0,True,True,0.01,32,0.8164834976196289,0.772 +- 0.032,0.8113207817077637,0.772 +- 0.038,0.772,0.772,0.8113207817077637,0.772,0.03932078170776365
Accent,12,l1,None,0.0,True,False,0.1,64,0.8523809313774109,0.78 +- 0.068,0.8301886916160583,0.772 +- 0.056,0.78,0.772,0.8301886916160583,0.772,0.05818869161605833
Accent,827,max,mult,0.5,True,False,0.1,32,0.8428571224212646,0.772 +- 0.035,0.849056601524353,0.785 +- 0.048,0.772,0.785,0.8428571224212646,0.772,0.07085712242126463
Accent,348,l2,None,1.0,True,False,0.1,64,0.7952380776405334,0.771 +- 0.017,0.8113207817077637,0.772 +- 0.022,0.771,0.772,0.7952380776405334,0.771,0.02423807764053343
Accent,772,max,avg,1.0,True,True,0.01,64,0.8168498277664185,0.771 +- 0.023,0.8113207817077637,0.777 +- 0.037,0.771,0.777,0.8113207817077637,0.771,0.04032078170776365
Accent,722,max,avg,0.0,True,True,0.001,64,0.8245421051979065,0.771 +- 0.035,0.8301886916160583,0.774 +- 0.048,0.771,0.774,0.8245421051979065,0.771,0.053542105197906475
Accent,566,l2,mult,1.0,False,True,0.001,64,0.8179486989974976,0.779 +- 0.028,0.7735849022865295,0.77 +- 0.029,0.779,0.77,0.7735849022865295,0.77,0.0035849022865295233
Accent,87,l1,loss,0.0,False,True,0.01,32,0.8490842580795288,0.793 +- 0.028,0.7924528121948242,0.77 +- 0.029,0.793,0.77,0.7924528121948242,0.77,0.0224528121948242
Accent,604,max,None,0.5,True,True,0.01,64,0.8446886539459229,0.789 +- 0.024,0.7924528121948242,0.77 +- 0.035,0.789,0.77,0.7924528121948242,0.77,0.0224528121948242
Accent,241,l1,mult,0.5,True,True,0.001,32,0.8069596886634827,0.77 +- 0.025,0.8113207817077637,0.777 +- 0.05,0.77,0.777,0.8069596886634827,0.77,0.03695968866348265
Accent,606,max,None,0.5,True,True,0.1,64,0.8095238208770752,0.77 +- 0.026,0.8679245114326477,0.821 +- 0.031,0.77,0.821,0.8095238208770752,0.77,0.03952382087707518
Accent,818,max,mult,0.5,True,True,0.001,64,0.8139194250106812,0.77 +- 0.023,0.8301886916160583,0.77 +- 0.03,0.77,0.77,0.8139194250106812,0.77,0.043919425010681135
Accent,611,max,None,0.5,True,False,0.1,32,0.8285714387893677,0.77 +- 0.039,0.849056601524353,0.777 +- 0.047,0.77,0.777,0.8285714387893677,0.77,0.05857143878936766
Accent,861,max,mult,1.0,False,False,0.01,32,0.8714285492897034,0.808 +- 0.027,0.8301886916160583,0.77 +- 0.036,0.808,0.77,0.8301886916160583,0.77,0.06018869161605833
Accent,646,max,None,1.0,False,False,0.01,64,0.8809523582458496,0.798 +- 0.031,0.7735849022865295,0.769 +- 0.035,0.798,0.769,0.7735849022865295,0.769,0.004584902286529524
Accent,489,l2,avg,1.0,True,False,0.01,32,0.8047618865966797,0.77 +- 0.022,0.7924528121948242,0.769 +- 0.033,0.77,0.769,0.7924528121948242,0.769,0.023452812194824202
Accent,993,var,loss,1.0,True,False,0.01,32,0.8333333134651184,0.792 +- 0.018,0.7924528121948242,0.769 +- 0.026,0.792,0.769,0.7924528121948242,0.769,0.023452812194824202
Accent,76,l1,loss,0.0,True,True,0.01,64,0.831501841545105,0.776 +- 0.03,0.8113207817077637,0.769 +- 0.035,0.776,0.769,0.8113207817077637,0.769,0.042320781707763655
Accent,647,max,None,1.0,False,False,0.1,32,0.8380952477455139,0.776 +- 0.035,0.8113207817077637,0.769 +- 0.035,0.776,0.769,0.8113207817077637,0.769,0.042320781707763655
Accent,1035,var,avg,0.5,True,True,0.01,32,0.8512820601463318,0.809 +- 0.026,0.8113207817077637,0.769 +- 0.029,0.809,0.769,0.8113207817077637,0.769,0.042320781707763655
Accent,663,max,loss,0.0,False,True,0.01,32,0.8520146608352661,0.794 +- 0.022,0.8301886916160583,0.769 +- 0.039,0.794,0.769,0.8301886916160583,0.769,0.06118869161605833
Accent,156,l1,avg,0.0,True,False,0.1,64,0.8428571224212646,0.769 +- 0.045,0.8679245114326477,0.797 +- 0.06,0.769,0.797,0.8428571224212646,0.769,0.07385712242126463
Accent,930,var,None,1.0,False,True,0.1,64,0.7923076748847961,0.768 +- 0.017,0.8113207817077637,0.796 +- 0.031,0.768,0.796,0.7923076748847961,0.768,0.024307674884796127
Accent,90,l1,loss,0.0,False,True,0.1,64,0.8146520256996155,0.768 +- 0.028,0.8113207817077637,0.775 +- 0.026,0.768,0.775,0.8113207817077637,0.768,0.043320781707763656
Accent,470,l2,avg,0.5,False,True,0.001,64,0.8124542236328125,0.768 +- 0.025,0.8113207817077637,0.783 +- 0.037,0.768,0.783,0.8113207817077637,0.768,0.043320781707763656
